text,Tense,Aspect,Subject Person,Ving
"all what he said ? That she was not gon na let him!!!!!keep cheating on her_ . Did he say whether he actually was cheating on her ? Oh , yeah . He told me about his girlfriend . Did he tell you what his girlfriend 's name was",past,iterative,3rd,cheat
"any Lifetime movies . That 's all right . But they!!!!!keep going . And_ two days later , another parking lot , another conversation . See , I 'd like to think that either she disappears and she 's just never found Like ,",present,continuative,3rd,go
"t . And Jolly used false populism against her . He!!!!!kept talking about this_ falsehood that Obamacare is gon na more Medicare , we need more Medicare . I like that , we need Medicare for all down the road . But I 'm just sayin",past,iterative,3rd,talk
"ngs. After we got talking more about the book , he!!!!!kept having problems with_ all his financing , and that 's when he had asked me to help him out some . This is , this is somebody with pretty much of a room temperature IQ . An",past,iterative,3rd,have
"e one of those days ... No , ugh ... ... that just!!!!!keeps getting worse ?_ Lady , let 's go . We 're at the Saddle Brook Diner in Saddle Brook , New Jersey . Are you kidding me ? Vince is having such a bad day , he makes eve",present,ambiguous,3rd,get adj
"aven in Salt Lake , the entire community of Durham!!!!!kept looking for answers_ . A vigil does little to heal the wounds . By our presence here , we are saying that the passage of time does not mean that this case will go unanswe",past,ambiguous,3rd,look
"s we 've been changed , changed , changed , and we!!!!!keep coming up with_ new things . This is a grassroots movement and it will not end simply because the Senate Republicans voted to stop it . All right . Donna Brazile , M",present,iterative,1st,come up with
"Hispanic votes that are going to keep growing . I!!!!!keep coming back to_ this . And we 're a cyclical country , Martha . Eight years , one party , eight years , another party , so I believe that 2016 is going to be a year",present,iterative,1st,come back
". But we have n't gotten there yet because people!!!!!keep coming out ,_ people keep making stuff up . I mean , Raven Symone , they said that he molested her . She said , what the hell are you talking , this did not happen",present,iterative,3rd,come out
"cause they were so soiled . And I know that Andrew!!!!!kept coming in and_ trying to get the sheets out of the trash can . I knew there was another set to replace them with and so my solution , in my frustration , was just t",past,iterative,3rd,come in
"Presba , she said , had been beating her . I just!!!!!kept telling her ,_ well , get a divorce , leave , find an apartment . Do something . Live with your kids . But complication for her . Like what , for example ? Even her",past,iterative,1st,tell
"it 's those moments that just warm your heart . So!!!!!keep sending in those_ moments to Facebook or Twitter using the #realdadmoments . We 'd love to see them . Guys . All right . Dylan , thanks a lot . Tomorrow , by the way--",present,iterative,2nd,send in
"ll picked out ? I-- so , so . You know , everybody!!!!!keeps asking me that_ and I keep thinking I do n't know why is everyone asking me that ? I 'm ready . I admit you feel like maybe I 'm not ready . You seem ready . It 's b",present,iterative,3rd,ask
"hanksgiving Day , but not for Officer Barger . She!!!!!kept grinding away ._ There was nothing leading me to her and that 's not normal , usually there is a trace somewhere . ( voice# By that evening , she was at her wit 's en",past,continuative,3rd,grind away
"that freedom is not free . It 's a lesson that we!!!!!keep forgetting . And_ here was a chance to graphically , with scale , tell the next generation or the generation after that and maybe tell our elected leaders today that w",present,iterative,1st,forget
"will sure be watching that . I want to keeps -- we!!!!!keep learning about in_ Nigeria , the kidnapping of almost 300 schoolgirls . We understand the United States has sent some help in there . Do you know what it is exactly we",present,ambiguous,1st,learn
"with the fear of having their son put to death . I!!!!!kept going over the_ moment . And I could picture a clock at a quarter of twelve and ten of twelve and five of twelve , counting down , knowing now he 's going down the c",past,iterative,1st,go over
Bob . And we all know this . We can keep -- we can!!!!!keep discussing the Republican_ Party . We 're going to add seats to the House . So our majority is going to grow . And most people out there believe that we 've got a better than 5,present,continuative,1st,discuss
"demilitarization work . Israel is going to have to!!!!!keep pushing on the_ weapon sites right up to the end of whatever pre-diplomatic moment there is. I mean , the problem , though , is that nobody does have control over Ha",future,continuative,3rd,push
"has told me that , but , again , this -- this just!!!!!keeps popping up ._ You know , I interviewed Mitt Romney 's wife after the election and I thought -- I asked her if he might run again , thinking she would say never aga",present,iterative,3rd,pop up
"e not going to stop looking ? Oh , no . No , I 'll!!!!!keep looking . I_ 'll find her . I 'll find her . Graphics on screen : William Hurst is appealing his conviction . Hurst will be eighty-five when he becomes eligible f",future,ambiguous,1st,look
"itting in the lobby when I received a text . And I!!!!!kept looking at the_ phone and I thought , no , it might be wrong . This might not be for me . Then I read on the text her name , Katherine Murray . And I went to the res",past,ambiguous,1st,look
"though . And the thing is , he says I 'm going to!!!!!keep fighting this ._ has claimed in the past the Yankees are n't behind him on this because they want to get out of giving him that huge paycheck for the season . What mo",future,ambiguous,1st,fight
weather will look like . We love these pictures .!!!!!Keep sending them ._ We love to hear from you and know what 's going on in your backyard . I 'm Martin Savidge . The next thing to come is three young men who were convic,present,iterative,2nd,send
"pressure just to the east of the Philippines , it!!!!!keeps meandering back and_ forth , but not going anywhere far away enough to give you a break from the nasty weather . Now this medium right over here means that joint typhoon",present,iterative,3rd,meander
"nd myself with people that I want to be with and I!!!!!keep moving forward ._ Oh , wait , hang on a sec , one more piece of advice -- Never miss a party if you can help it . My school 's homecoming dance is tomorrow night and I",present,continuative,1st,move
the head and screaming at him to stop . So I just!!!!!kept punching him and_ punching him . That 's when I realized that there was this weird squishing sound happening and I looked down and he had a knife if his right hand and,past,iterative,1st,punch
"ition of RELIABLE SOURCES , but our media coverage!!!!!keeps going seven days_ a week on CNN.com . Check out our stories there at a big shakeup at Politico and an interesting new sports show from TMZ . And let me know what you t",present,continuative,3rd,go
"looks like it is , it is . But the administration!!!!!keeps emphasizing that the_ policy , the strategy , has not a sustained counterterrorism operation with broad international support , Brianna. Michelle Kosinski at the White Hou",present,iterative,3rd,emphasize
"this is big conspiracy of numbers , that 's fine .!!!!!Keep having it ._ But every time we hear new numbers , they 're good and the CBO backs them up . So , I want you to do it , because without it you 'll go into a terrib",present,continuative,2nd,have
