text,Tense,Aktionsart (C/I),Subject Person,Ving
"Willa Cather 's My Antonia , which along with her other novels I was absorbing with great delight at this period , provided another couple with whom to identify , Antonia and Jim Burden , and I <kept switching sides with> these characters also . I wanted so much to put into words , in a novel or a play , all that you and I felt for one another , not just to love love but to inscribe it as George Eliot and Willa Cather had done .",past,iterative,1st,switch
"And always , when we were apart , I <kept bringing you beside> me in my imagination , in the poems I was writing all alone , writing for you as well as for myself : I seem to hear you stir , as if",past,iterative,1st,bring
"My heart <kept jumping as I> read it , remembering Dana and our many days and nights together . When I had left him for Bath , he had said , sadly , seeing me off at Salamanca station : `` I should have come with you when your father died .",past,ambiguous,3rd,jump
"`` I wish you 'd remember what I <keep urging you about> the H?rst Wessel Song . `` Take no notice and it 'll go away , you mean .",present,iterative,1st,urge
"On Clarissa 's part , because she <kept putting off the> dreaded bread and butter telephone call , and that made her feel guilty and irritable . On Charles 's side , he knew his old failing , impetuosity , had landed him in trouble once more , so he kept trying to justify himself .",past,iterative,3rd,put off
"He 's learning to row a coracle but he <keeps going round in> circles , it must be tiresome for him when he 's used to going in straight lines . If you could send some more troops up here I 'd be very grateful , but not the ones who eat sheep 's eyes and have ten women each as they are a strain on the economy and we 've run out of rice pudding .",present,ambiguous,3rd,go round
"I <keep having hot flushes> , know what I mean ? but d' you think they care ? they just follow me round saying `` Miss we 've dropped a stitch '' . That chief Druid was round here again .",present,iterative,1st,have
Otley <kept saying impatiently .> He 's got no sympathy .,past,iterative,3rd,say
"`` You <keep saying that ,> '' she chided as we cleared the table , `` I hope we 're not going to have another Peasants '' Revolt . '' `` So do I , '' I said , but I 'm not bothered one way or the other .",present,iterative,2nd,say
"He used shoddy materials and <kept demanding more and> more money . `` The kennels failed health and safety standards , so they 're half finished --- nothing 's been done for a year .",past,iterative,3rd,demand
<Keep watching Fido Facts> ! KENNEL CONCERN,present,continuative,2nd,watch
"Joyce used to take Luke , but people <kept stopping her to> admire him and generally go gooey over what a beautiful specimen he was --- or should I say `` is '' . The crunch came with the marriage of Joyce 's son Mark .",past,iterative,3rd,stop
"She <keeps circling between past> and present , memory and oblivion , like someone trying to wake up from a nightmare . You think , `` Why do n't these women do something ? ''",present,ambiguous,3rd,circle
It had to <keep accelerating or it> would drop out of the sky . It was easier to see what was happening if you were a visitor from a less frantically prospering land .,past,continuative,3rd,accelerate
"`` I <keep seeing that thing> about the girl and the bird 's head , '' he said . Emily made no reply .",present,iterative,1st,see
"Like the fire in the best room , the kitchen stove was <kept burning day and> night , winter and summer . Sweetheart hated the cold .",PASSIVE,PASSIVE,PASSIVE,PASSIVE
"<Keep running , kid> . Here she comes .",present,continuative,2nd,run
<Keep hoeing between rows> of vegetables to subdue weeds . Remove pea haulms after cropping .,present,continuative,2nd,hoe
<Keep picking fruit regularly> as it ripens . If you water plants thoroughly as the fruits are ripening you should increase the weight of the crop .,present,iterative,2nd,pick
"Meanwhile , ideas for new contrasts and effects <keep popping into my> head and I can hardly wait to put them into practice . To see whether they turn out to be brilliantly inventive , usefully practical or just plain daft , you 'll have to keep watching , not this space but that little square in your living room .",present,iterative,3rd,pop
"As it is among your flowers , the best thing is to <keep pulling it out> ( this is easy as the roots are very shallow ) and hoe between plants weekly to remove new seedlings . Stop whitefly sprouting on my Brussels",present,iterative,2nd,pull out
"Check that the doorway is high enough , wince there is nothing more annoying than to <keep bumping your head> every time you walk in . Good ventilation is essential .",present,iterative,2nd,bump
"So you <keep trying , and> trying , and trying . If you have been hunting for the perfect diet for a very long time it will be difficult to stop , actually to believe that good weight control can be established without resorting to one special diet that you go on ( and then , and this is the snag , come off again ) .",present,iterative,2nd,try
